species,gene,lam,k,rep
52,2,0,3,48
14,8,0,3,48
1,24,0,3,48
23,54,0,3,48
16,54,0,3,48
23,66,0,3,48
16,66,0,3,48
48,67,0,3,48
23,78,0,3,48
16,78,0,3,48
54,81,0,3,48
14,86,0,3,48
17,86,0,3,48
52,89,0,3,48
46,92,0,3,48
42,95,0,3,48
4,41,0.00001,3,48
34,41,0.00001,3,48
14,77,0.00001,3,48
17,77,0.00001,3,48
3,77,0.00001,3,48
42,77,0.00001,3,48
29,77,0.00001,3,48
5,77,0.00001,3,48
1,77,0.00001,3,48
51,77,0.00001,3,48
15,77,0.00001,3,48
41,77,0.00001,3,48
44,77,0.00001,3,48
46,92,0.00001,3,48
42,95,0.00001,3,48
4,7,0.0001,3,48
34,7,0.0001,3,48
30,7,0.0001,3,48
31,7,0.0001,3,48
8,7,0.0001,3,48
5,7,0.0001,3,48
44,7,0.0001,3,48
53,7,0.0001,3,48
35,7,0.0001,3,48
28,7,0.0001,3,48
6,7,0.0001,3,48
46,7,0.0001,3,48
4,41,0.0001,3,48
34,41,0.0001,3,48
81,62,0.0001,3,48
67,62,0.0001,3,48
93,62,0.0001,3,48
72,62,0.0001,3,48
36,62,0.0001,3,48
32,62,0.0001,3,48
38,77,0.0001,3,48
14,77,0.0001,3,48
17,77,0.0001,3,48
4,77,0.0001,3,48
34,77,0.0001,3,48
8,77,0.0001,3,48
5,77,0.0001,3,48
1,77,0.0001,3,48
32,77,0.0001,3,48
15,77,0.0001,3,48
41,77,0.0001,3,48
0,77,0.0001,3,48
42,95,0.0001,3,48
4,7,0.001,3,48
34,7,0.001,3,48
30,7,0.001,3,48
31,7,0.001,3,48
8,7,0.001,3,48
5,7,0.001,3,48
44,7,0.001,3,48
53,7,0.001,3,48
35,7,0.001,3,48
28,7,0.001,3,48
6,7,0.001,3,48
46,7,0.001,3,48
0,7,0.001,3,48
81,62,0.001,3,48
67,62,0.001,3,48
93,62,0.001,3,48
72,62,0.001,3,48
36,62,0.001,3,48
32,62,0.001,3,48
0,62,0.001,3,48
5,77,0.001,3,48
1,77,0.001,3,48
15,77,0.001,3,48
41,77,0.001,3,48
0,77,0.001,3,48
30,7,0.01,3,48
31,7,0.01,3,48
8,7,0.01,3,48
53,7,0.01,3,48
35,7,0.01,3,48
28,7,0.01,3,48
6,7,0.01,3,48
0,7,0.01,3,48
0,49,0.01,3,48
81,62,0.01,3,48
67,62,0.01,3,48
93,62,0.01,3,48
72,62,0.01,3,48
36,62,0.01,3,48
32,62,0.01,3,48
0,62,0.01,3,48
1,77,0.01,3,48
15,77,0.01,3,48
41,77,0.01,3,48
0,77,0.01,3,48
0,7,0.1,3,48
1,77,0.1,3,48
0,77,0.1,3,48
0,31,1,3,48
1,77,1,3,48
0,77,1,3,48
0,31,10,3,48
93,77,10,3,48
72,77,10,3,48
1,77,10,3,48
15,33,100,3,48
41,33,100,3,48
99,69,100,3,48
92,69,100,3,48
85,69,100,3,48
93,77,100,3,48
1,77,100,3,48
15,33,true,3,48
41,33,true,3,48
15,66,true,3,48
41,66,true,3,48
99,69,true,3,48
92,69,true,3,48
85,69,true,3,48
4,77,true,3,48
81,77,true,3,48
67,77,true,3,48
93,77,true,3,48
72,77,true,3,48
