species,gene,lam,k,rep
90,2,0,3,38
28,2,0,3,38
67,2,0,3,38
6,2,0,3,38
41,3,0,3,38
41,5,0,3,38
67,8,0,3,38
17,8,0,3,38
67,9,0,3,38
100,12,0,3,38
83,12,0,3,38
17,17,0,3,38
17,29,0,3,38
17,30,0,3,38
41,30,0,3,38
17,32,0,3,38
45,41,0,3,38
79,43,0,3,38
28,45,0,3,38
67,45,0,3,38
6,45,0,3,38
17,48,0,3,38
6,49,0,3,38
17,52,0,3,38
41,52,0,3,38
78,53,0,3,38
6,57,0,3,38
17,57,0,3,38
28,59,0,3,38
67,59,0,3,38
6,59,0,3,38
28,64,0,3,38
67,64,0,3,38
6,64,0,3,38
72,68,0,3,38
76,69,0,3,38
78,69,0,3,38
72,70,0,3,38
6,70,0,3,38
17,70,0,3,38
76,72,0,3,38
93,72,0,3,38
35,74,0,3,38
58,74,0,3,38
17,79,0,3,38
7,83,0,3,38
45,85,0,3,38
19,86,0,3,38
79,88,0,3,38
77,90,0,3,38
35,92,0,3,38
58,92,0,3,38
78,94,0,3,38
24,95,0,3,38
51,95,0,3,38
17,95,0,3,38
17,99,0,3,38
28,2,0.00001,3,38
67,2,0.00001,3,38
6,2,0.00001,3,38
41,3,0.00001,3,38
41,5,0.00001,3,38
24,8,0.00001,3,38
51,8,0.00001,3,38
17,8,0.00001,3,38
2,9,0.00001,3,38
8,9,0.00001,3,38
20,9,0.00001,3,38
54,9,0.00001,3,38
67,9,0.00001,3,38
60,9,0.00001,3,38
65,9,0.00001,3,38
5,9,0.00001,3,38
32,9,0.00001,3,38
24,29,0.00001,3,38
51,29,0.00001,3,38
17,29,0.00001,3,38
41,30,0.00001,3,38
79,43,0.00001,3,38
28,45,0.00001,3,38
67,45,0.00001,3,38
6,45,0.00001,3,38
6,49,0.00001,3,38
41,52,0.00001,3,38
78,53,0.00001,3,38
17,53,0.00001,3,38
6,57,0.00001,3,38
28,59,0.00001,3,38
67,59,0.00001,3,38
6,59,0.00001,3,38
28,64,0.00001,3,38
67,64,0.00001,3,38
6,64,0.00001,3,38
72,68,0.00001,3,38
76,69,0.00001,3,38
72,70,0.00001,3,38
66,70,0.00001,3,38
68,70,0.00001,3,38
43,70,0.00001,3,38
44,70,0.00001,3,38
63,70,0.00001,3,38
17,70,0.00001,3,38
76,72,0.00001,3,38
93,72,0.00001,3,38
17,72,0.00001,3,38
35,74,0.00001,3,38
58,74,0.00001,3,38
12,76,0.00001,3,38
3,76,0.00001,3,38
48,76,0.00001,3,38
21,76,0.00001,3,38
50,76,0.00001,3,38
19,86,0.00001,3,38
79,88,0.00001,3,38
77,90,0.00001,3,38
35,92,0.00001,3,38
58,92,0.00001,3,38
78,94,0.00001,3,38
41,94,0.00001,3,38
24,95,0.00001,3,38
51,95,0.00001,3,38
28,2,0.0001,3,38
67,2,0.0001,3,38
6,2,0.0001,3,38
41,3,0.0001,3,38
41,5,0.0001,3,38
24,8,0.0001,3,38
51,8,0.0001,3,38
17,8,0.0001,3,38
2,9,0.0001,3,38
8,9,0.0001,3,38
20,9,0.0001,3,38
54,9,0.0001,3,38
67,9,0.0001,3,38
60,9,0.0001,3,38
65,9,0.0001,3,38
31,9,0.0001,3,38
10,9,0.0001,3,38
5,9,0.0001,3,38
32,9,0.0001,3,38
24,15,0.0001,3,38
51,15,0.0001,3,38
24,29,0.0001,3,38
51,29,0.0001,3,38
17,29,0.0001,3,38
42,30,0.0001,3,38
41,30,0.0001,3,38
17,31,0.0001,3,38
17,36,0.0001,3,38
61,40,0.0001,3,38
79,43,0.0001,3,38
28,45,0.0001,3,38
67,45,0.0001,3,38
6,45,0.0001,3,38
6,49,0.0001,3,38
17,50,0.0001,3,38
17,51,0.0001,3,38
41,52,0.0001,3,38
17,53,0.0001,3,38
6,57,0.0001,3,38
24,58,0.0001,3,38
51,58,0.0001,3,38
28,59,0.0001,3,38
6,59,0.0001,3,38
42,61,0.0001,3,38
28,64,0.0001,3,38
67,64,0.0001,3,38
6,64,0.0001,3,38
76,69,0.0001,3,38
66,70,0.0001,3,38
68,70,0.0001,3,38
43,70,0.0001,3,38
44,70,0.0001,3,38
63,70,0.0001,3,38
6,70,0.0001,3,38
17,70,0.0001,3,38
17,72,0.0001,3,38
35,74,0.0001,3,38
58,74,0.0001,3,38
24,75,0.0001,3,38
51,75,0.0001,3,38
57,75,0.0001,3,38
12,76,0.0001,3,38
3,76,0.0001,3,38
48,76,0.0001,3,38
21,76,0.0001,3,38
50,76,0.0001,3,38
24,77,0.0001,3,38
51,77,0.0001,3,38
19,86,0.0001,3,38
77,90,0.0001,3,38
17,92,0.0001,3,38
35,92,0.0001,3,38
58,92,0.0001,3,38
17,93,0.0001,3,38
78,94,0.0001,3,38
41,94,0.0001,3,38
24,95,0.0001,3,38
51,95,0.0001,3,38
28,2,0.001,3,38
2,9,0.001,3,38
8,9,0.001,3,38
20,9,0.001,3,38
54,9,0.001,3,38
61,9,0.001,3,38
69,9,0.001,3,38
15,9,0.001,3,38
67,9,0.001,3,38
60,9,0.001,3,38
65,9,0.001,3,38
31,9,0.001,3,38
10,9,0.001,3,38
19,9,0.001,3,38
26,9,0.001,3,38
47,9,0.001,3,38
5,9,0.001,3,38
32,9,0.001,3,38
24,15,0.001,3,38
51,15,0.001,3,38
38,41,0.001,3,38
14,41,0.001,3,38
56,41,0.001,3,38
30,41,0.001,3,38
26,41,0.001,3,38
40,41,0.001,3,38
18,41,0.001,3,38
47,41,0.001,3,38
79,43,0.001,3,38
64,44,0.001,3,38
37,44,0.001,3,38
70,44,0.001,3,38
46,44,0.001,3,38
16,44,0.001,3,38
7,44,0.001,3,38
32,44,0.001,3,38
6,45,0.001,3,38
24,46,0.001,3,38
6,49,0.001,3,38
6,57,0.001,3,38
24,58,0.001,3,38
51,58,0.001,3,38
28,59,0.001,3,38
69,62,0.001,3,38
15,62,0.001,3,38
9,62,0.001,3,38
13,62,0.001,3,38
6,64,0.001,3,38
66,70,0.001,3,38
68,70,0.001,3,38
43,70,0.001,3,38
44,70,0.001,3,38
63,70,0.001,3,38
6,70,0.001,3,38
58,74,0.001,3,38
24,75,0.001,3,38
51,75,0.001,3,38
57,75,0.001,3,38
12,76,0.001,3,38
3,76,0.001,3,38
48,76,0.001,3,38
21,76,0.001,3,38
50,76,0.001,3,38
35,92,0.001,3,38
24,95,0.001,3,38
51,95,0.001,3,38
24,98,0.001,3,38
28,2,0.01,3,38
67,8,0.01,3,38
2,9,0.01,3,38
8,9,0.01,3,38
20,9,0.01,3,38
38,9,0.01,3,38
14,9,0.01,3,38
56,9,0.01,3,38
30,9,0.01,3,38
12,9,0.01,3,38
3,9,0.01,3,38
48,9,0.01,3,38
21,9,0.01,3,38
80,9,0.01,3,38
86,9,0.01,3,38
89,9,0.01,3,38
98,9,0.01,3,38
91,9,0.01,3,38
97,9,0.01,3,38
46,9,0.01,3,38
25,9,0.01,3,38
57,9,0.01,3,38
