species,gene,lam,k,rep
33,1,0,3,50
29,6,0,3,50
44,12,0,3,50
1,12,0,3,50
76,17,0,3,50
55,17,0,3,50
48,17,0,3,50
71,19,0,3,50
61,19,0,3,50
49,19,0,3,50
29,19,0,3,50
73,20,0,3,50
73,21,0,3,50
44,21,0,3,50
1,21,0,3,50
27,21,0,3,50
71,21,0,3,50
61,21,0,3,50
29,21,0,3,50
73,22,0,3,50
67,27,0,3,50
14,30,0,3,50
49,41,0,3,50
51,49,0,3,50
55,49,0,3,50
71,52,0,3,50
61,52,0,3,50
96,55,0,3,50
93,55,0,3,50
99,55,0,3,50
44,55,0,3,50
1,55,0,3,50
27,55,0,3,50
18,55,0,3,50
89,55,0,3,50
98,55,0,3,50
95,55,0,3,50
40,69,0,3,50
31,69,0,3,50
33,69,0,3,50
60,70,0,3,50
8,70,0,3,50
6,70,0,3,50
39,70,0,3,50
57,70,0,3,50
55,83,0,3,50
48,83,0,3,50
73,89,0,3,50
27,89,0,3,50
18,89,0,3,50
71,94,0,3,50
61,94,0,3,50
49,94,0,3,50
29,94,0,3,50
10,96,0,3,50
33,1,0.00001,3,50
64,16,0.00001,3,50
92,16,0.00001,3,50
96,16,0.00001,3,50
93,16,0.00001,3,50
99,16,0.00001,3,50
8,16,0.00001,3,50
42,16,0.00001,3,50
6,16,0.00001,3,50
91,16,0.00001,3,50
90,16,0.00001,3,50
100,16,0.00001,3,50
97,16,0.00001,3,50
94,16,0.00001,3,50
89,16,0.00001,3,50
98,16,0.00001,3,50
95,16,0.00001,3,50
71,19,0.00001,3,50
61,19,0.00001,3,50
49,19,0.00001,3,50
29,19,0.00001,3,50
73,20,0.00001,3,50
73,22,0.00001,3,50
15,27,0.00001,3,50
49,41,0.00001,3,50
91,48,0.00001,3,50
90,48,0.00001,3,50
55,49,0.00001,3,50
71,52,0.00001,3,50
61,52,0.00001,3,50
44,55,0.00001,3,50
1,55,0.00001,3,50
27,55,0.00001,3,50
18,55,0.00001,3,50
40,69,0.00001,3,50
31,69,0.00001,3,50
60,70,0.00001,3,50
8,70,0.00001,3,50
6,70,0.00001,3,50
39,70,0.00001,3,50
57,70,0.00001,3,50
55,83,0.00001,3,50
48,83,0.00001,3,50
73,89,0.00001,3,50
18,89,0.00001,3,50
9,92,0.00001,3,50
12,92,0.00001,3,50
70,92,0.00001,3,50
71,94,0.00001,3,50
61,94,0.00001,3,50
49,94,0.00001,3,50
29,94,0.00001,3,50
33,1,0.0001,3,50
14,16,0.0001,3,50
76,16,0.0001,3,50
64,16,0.0001,3,50
40,16,0.0001,3,50
31,16,0.0001,3,50
66,16,0.0001,3,50
55,16,0.0001,3,50
48,16,0.0001,3,50
92,16,0.0001,3,50
96,16,0.0001,3,50
93,16,0.0001,3,50
99,16,0.0001,3,50
33,16,0.0001,3,50
8,16,0.0001,3,50
42,16,0.0001,3,50
6,16,0.0001,3,50
69,16,0.0001,3,50
54,16,0.0001,3,50
37,16,0.0001,3,50
91,16,0.0001,3,50
90,16,0.0001,3,50
100,16,0.0001,3,50
97,16,0.0001,3,50
94,16,0.0001,3,50
89,16,0.0001,3,50
98,16,0.0001,3,50
95,16,0.0001,3,50
71,19,0.0001,3,50
61,19,0.0001,3,50
49,19,0.0001,3,50
29,19,0.0001,3,50
73,20,0.0001,3,50
73,22,0.0001,3,50
49,41,0.0001,3,50
71,52,0.0001,3,50
61,52,0.0001,3,50
27,55,0.0001,3,50
18,55,0.0001,3,50
60,70,0.0001,3,50
8,70,0.0001,3,50
6,70,0.0001,3,50
39,70,0.0001,3,50
57,70,0.0001,3,50
55,83,0.0001,3,50
73,89,0.0001,3,50
18,89,0.0001,3,50
9,92,0.0001,3,50
12,92,0.0001,3,50
70,92,0.0001,3,50
81,92,0.0001,3,50
24,92,0.0001,3,50
79,92,0.0001,3,50
65,92,0.0001,3,50
33,1,0.001,3,50
44,12,0.001,3,50
1,12,0.001,3,50
19,16,0.001,3,50
14,16,0.001,3,50
76,16,0.001,3,50
64,16,0.001,3,50
40,16,0.001,3,50
31,16,0.001,3,50
66,16,0.001,3,50
55,16,0.001,3,50
48,16,0.001,3,50
92,16,0.001,3,50
96,16,0.001,3,50
93,16,0.001,3,50
99,16,0.001,3,50
33,16,0.001,3,50
46,16,0.001,3,50
8,16,0.001,3,50
42,16,0.001,3,50
6,16,0.001,3,50
26,16,0.001,3,50
69,16,0.001,3,50
54,16,0.001,3,50
37,16,0.001,3,50
85,16,0.001,3,50
88,16,0.001,3,50
10,16,0.001,3,50
81,16,0.001,3,50
24,16,0.001,3,50
29,16,0.001,3,50
91,16,0.001,3,50
90,16,0.001,3,50
100,16,0.001,3,50
97,16,0.001,3,50
94,16,0.001,3,50
89,16,0.001,3,50
98,16,0.001,3,50
95,16,0.001,3,50
55,17,0.001,3,50
73,20,0.001,3,50
73,22,0.001,3,50
49,41,0.001,3,50
71,52,0.001,3,50
61,52,0.001,3,50
44,53,0.001,3,50
1,53,0.001,3,50
27,53,0.001,3,50
18,53,0.001,3,50
71,53,0.001,3,50
61,53,0.001,3,50
49,53,0.001,3,50
29,53,0.001,3,50
27,55,0.001,3,50
18,55,0.001,3,50
40,69,0.001,3,50
31,69,0.001,3,50
42,76,0.001,3,50
55,83,0.001,3,50
48,83,0.001,3,50
90,88,0.001,3,50
