species,gene,lam,k,rep
17,8,0,3,46
3,9,0,3,46
28,9,0,3,46
32,11,0,3,46
3,13,0,3,46
28,13,0,3,46
3,26,0,3,46
28,26,0,3,46
3,37,0,3,46
28,37,0,3,46
32,48,0,3,46
13,51,0,3,46
3,57,0,3,46
17,57,0,3,46
28,57,0,3,46
4,58,0,3,46
50,60,0,3,46
4,69,0,3,46
46,72,0,3,46
2,73,0,3,46
13,79,0,3,46
30,79,0,3,46
50,81,0,3,46
3,96,0,3,46
3,97,0,3,46
28,97,0,3,46
3,9,0.00001,3,46
28,9,0.00001,3,46
32,11,0.00001,3,46
3,26,0.00001,3,46
28,26,0.00001,3,46
3,37,0.00001,3,46
28,37,0.00001,3,46
30,40,0.00001,3,46
13,51,0.00001,3,46
8,55,0.00001,3,46
46,55,0.00001,3,46
87,55,0.00001,3,46
91,55,0.00001,3,46
80,55,0.00001,3,46
95,55,0.00001,3,46
64,55,0.00001,3,46
50,55,0.00001,3,46
17,57,0.00001,3,46
50,60,0.00001,3,46
4,69,0.00001,3,46
46,72,0.00001,3,46
2,73,0.00001,3,46
13,79,0.00001,3,46
30,79,0.00001,3,46
3,96,0.00001,3,46
3,97,0.00001,3,46
28,97,0.00001,3,46
93,98,0.00001,3,46
32,11,0.0001,3,46
3,26,0.0001,3,46
28,26,0.0001,3,46
3,37,0.0001,3,46
28,37,0.0001,3,46
31,38,0.0001,3,46
33,38,0.0001,3,46
12,38,0.0001,3,46
15,38,0.0001,3,46
96,38,0.0001,3,46
68,38,0.0001,3,46
80,38,0.0001,3,46
30,40,0.0001,3,46
13,51,0.0001,3,46
79,55,0.0001,3,46
46,55,0.0001,3,46
87,55,0.0001,3,46
91,55,0.0001,3,46
80,55,0.0001,3,46
95,55,0.0001,3,46
64,55,0.0001,3,46
50,55,0.0001,3,46
17,57,0.0001,3,46
50,60,0.0001,3,46
4,69,0.0001,3,46
46,72,0.0001,3,46
13,79,0.0001,3,46
30,79,0.0001,3,46
26,96,0.0001,3,46
19,96,0.0001,3,46
11,96,0.0001,3,46
3,96,0.0001,3,46
3,97,0.0001,3,46
28,97,0.0001,3,46
93,98,0.0001,3,46
68,14,0.001,3,46
33,38,0.001,3,46
12,38,0.001,3,46
15,38,0.001,3,46
96,38,0.001,3,46
68,38,0.001,3,46
49,38,0.001,3,46
46,38,0.001,3,46
80,38,0.001,3,46
95,38,0.001,3,46
64,38,0.001,3,46
50,38,0.001,3,46
13,51,0.001,3,46
46,55,0.001,3,46
80,55,0.001,3,46
50,55,0.001,3,46
17,57,0.001,3,46
4,69,0.001,3,46
46,72,0.001,3,46
26,96,0.001,3,46
19,96,0.001,3,46
11,96,0.001,3,46
68,96,0.001,3,46
68,38,0.01,3,46
26,96,0.01,3,46
19,96,0.01,3,46
11,96,0.01,3,46
79,96,0.01,3,46
68,96,0.01,3,46
80,96,0.01,3,46
95,96,0.01,3,46
64,96,0.01,3,46
54,96,0.01,3,46
41,96,0.01,3,46
94,96,0.01,3,46
72,96,0.01,3,46
26,38,0.1,3,46
19,38,0.1,3,46
11,38,0.1,3,46
89,96,0.1,3,46
45,96,0.1,3,46
79,96,0.1,3,46
96,96,0.1,3,46
68,96,0.1,3,46
46,96,0.1,3,46
87,96,0.1,3,46
91,96,0.1,3,46
80,96,0.1,3,46
95,96,0.1,3,46
64,96,0.1,3,46
50,96,0.1,3,46
54,96,0.1,3,46
41,96,0.1,3,46
94,96,0.1,3,46
72,96,0.1,3,46
79,96,1,3,46
46,96,1,3,46
87,96,1,3,46
80,96,1,3,46
50,96,1,3,46
54,96,1,3,46
41,96,1,3,46
94,96,1,3,46
72,96,1,3,46
88,21,10,3,46
62,21,10,3,46
54,96,10,3,46
88,21,100,3,46
35,21,100,3,46
55,21,100,3,46
66,21,100,3,46
78,21,100,3,46
75,21,100,3,46
48,21,100,3,46
69,21,100,3,46
65,21,100,3,46
52,21,100,3,46
53,21,100,3,46
62,21,100,3,46
51,21,100,3,46
94,21,100,3,46
72,21,100,3,46
92,21,100,3,46
100,21,100,3,46
84,21,100,3,46
86,21,100,3,46
12,77,100,3,46
49,8,true,3,46
88,21,true,3,46
35,21,true,3,46
55,21,true,3,46
44,21,true,3,46
66,21,true,3,46
78,21,true,3,46
75,21,true,3,46
48,21,true,3,46
69,21,true,3,46
65,21,true,3,46
52,21,true,3,46
53,21,true,3,46
62,21,true,3,46
51,21,true,3,46
94,21,true,3,46
72,21,true,3,46
92,21,true,3,46
100,21,true,3,46
84,21,true,3,46
86,21,true,3,46
12,77,true,3,46
