species,gene,lam,k,rep
93,7,0,3,37
78,7,0,3,37
43,9,0,3,37
29,12,0,3,37
14,12,0,3,37
43,12,0,3,37
16,16,0,3,37
92,18,0,3,37
55,22,0,3,37
14,23,0,3,37
43,24,0,3,37
59,24,0,3,37
4,27,0,3,37
29,29,0,3,37
14,29,0,3,37
35,32,0,3,37
46,32,0,3,37
42,32,0,3,37
82,36,0,3,37
35,37,0,3,37
46,37,0,3,37
17,37,0,3,37
42,37,0,3,37
14,40,0,3,37
43,40,0,3,37
9,45,0,3,37
55,47,0,3,37
12,53,0,3,37
59,53,0,3,37
35,55,0,3,37
80,61,0,3,37
95,61,0,3,37
35,72,0,3,37
31,73,0,3,37
8,73,0,3,37
40,73,0,3,37
51,75,0,3,37
12,75,0,3,37
14,77,0,3,37
43,77,0,3,37
14,78,0,3,37
43,78,0,3,37
16,84,0,3,37
51,86,0,3,37
29,90,0,3,37
14,91,0,3,37
43,91,0,3,37
55,92,0,3,37
91,94,0,3,37
93,97,0,3,37
93,7,0.00001,3,37
78,7,0.00001,3,37
43,9,0.00001,3,37
29,12,0.00001,3,37
92,18,0.00001,3,37
55,22,0.00001,3,37
14,23,0.00001,3,37
43,24,0.00001,3,37
59,24,0.00001,3,37
4,27,0.00001,3,37
29,29,0.00001,3,37
14,29,0.00001,3,37
35,32,0.00001,3,37
46,32,0.00001,3,37
42,32,0.00001,3,37
82,36,0.00001,3,37
35,37,0.00001,3,37
14,40,0.00001,3,37
43,40,0.00001,3,37
55,47,0.00001,3,37
29,53,0.00001,3,37
12,53,0.00001,3,37
59,53,0.00001,3,37
35,55,0.00001,3,37
0,57,0.00001,3,37
4,57,0.00001,3,37
35,72,0.00001,3,37
31,73,0.00001,3,37
8,73,0.00001,3,37
40,73,0.00001,3,37
12,75,0.00001,3,37
14,77,0.00001,3,37
43,77,0.00001,3,37
14,78,0.00001,3,37
43,78,0.00001,3,37
16,84,0.00001,3,37
51,86,0.00001,3,37
29,90,0.00001,3,37
14,91,0.00001,3,37
43,91,0.00001,3,37
55,92,0.00001,3,37
91,94,0.00001,3,37
29,97,0.00001,3,37
55,97,0.00001,3,37
12,97,0.00001,3,37
59,97,0.00001,3,37
9,97,0.00001,3,37
5,97,0.00001,3,37
16,97,0.00001,3,37
93,7,0.0001,3,37
78,7,0.0001,3,37
43,9,0.0001,3,37
29,12,0.0001,3,37
55,22,0.0001,3,37
14,23,0.0001,3,37
43,24,0.0001,3,37
59,24,0.0001,3,37
4,27,0.0001,3,37
29,29,0.0001,3,37
35,32,0.0001,3,37
42,32,0.0001,3,37
35,37,0.0001,3,37
14,40,0.0001,3,37
43,40,0.0001,3,37
55,47,0.0001,3,37
12,53,0.0001,3,37
59,53,0.0001,3,37
35,55,0.0001,3,37
0,57,0.0001,3,37
48,57,0.0001,3,37
4,57,0.0001,3,37
35,72,0.0001,3,37
31,73,0.0001,3,37
8,73,0.0001,3,37
40,73,0.0001,3,37
33,74,0.0001,3,37
45,74,0.0001,3,37
12,75,0.0001,3,37
14,77,0.0001,3,37
43,77,0.0001,3,37
16,84,0.0001,3,37
51,86,0.0001,3,37
29,90,0.0001,3,37
55,92,0.0001,3,37
29,97,0.0001,3,37
9,97,0.0001,3,37
5,97,0.0001,3,37
16,97,0.0001,3,37
93,7,0.001,3,37
43,9,0.001,3,37
14,23,0.001,3,37
59,24,0.001,3,37
93,27,0.001,3,37
4,27,0.001,3,37
35,32,0.001,3,37
42,32,0.001,3,37
35,37,0.001,3,37
55,47,0.001,3,37
48,47,0.001,3,37
12,53,0.001,3,37
59,53,0.001,3,37
35,55,0.001,3,37
0,57,0.001,3,37
4,57,0.001,3,37
73,66,0.001,3,37
67,66,0.001,3,37
83,66,0.001,3,37
82,66,0.001,3,37
7,66,0.001,3,37
10,66,0.001,3,37
54,66,0.001,3,37
35,72,0.001,3,37
12,75,0.001,3,37
29,90,0.001,3,37
55,92,0.001,3,37
5,97,0.001,3,37
16,97,0.001,3,37
7,97,0.001,3,37
93,27,0.01,3,37
48,47,0.01,3,37
0,57,0.01,3,37
80,91,0.01,3,37
95,91,0.01,3,37
0,97,0.1,3,37
22,97,0.1,3,37
27,97,0.1,3,37
26,97,0.1,3,37
34,97,0.1,3,37
63,96,10,3,37
22,97,100,3,37
27,97,100,3,37
26,97,100,3,37
34,97,100,3,37
49,97,true,3,37
36,97,true,3,37
1,97,true,3,37
39,97,true,3,37
24,97,true,3,37
22,97,true,3,37
27,97,true,3,37
26,97,true,3,37
34,97,true,3,37
