species,gene,lam,k,rep,error
86,1,0,3,21,200
85,1,0,3,21,200
78,2,0,3,21,200
86,3,0,3,21,200
74,3,0,3,21,200
66,3,0,3,21,200
93,4,0,3,21,200
98,4,0,3,21,200
90,4,0,3,21,200
24,5,0,3,21,200
43,5,0,3,21,200
59,5,0,3,21,200
15,5,0,3,21,200
65,5,0,3,21,200
46,5,0,3,21,200
74,6,0,3,21,200
100,6,0,3,21,200
82,6,0,3,21,200
96,6,0,3,21,200
11,6,0,3,21,200
77,7,0,3,21,200
99,7,0,3,21,200
85,7,0,3,21,200
74,8,0,3,21,200
28,8,0,3,21,200
20,9,0,3,21,200
31,9,0,3,21,200
52,9,0,3,21,200
62,9,0,3,21,200
58,10,0,3,21,200
50,12,0,3,21,200
16,13,0,3,21,200
63,13,0,3,21,200
74,14,0,3,21,200
77,14,0,3,21,200
32,16,0,3,21,200
43,18,0,3,21,200
59,18,0,3,21,200
34,20,0,3,21,200
20,21,0,3,21,200
31,21,0,3,21,200
52,21,0,3,21,200
15,21,0,3,21,200
65,21,0,3,21,200
46,21,0,3,21,200
79,22,0,3,21,200
41,23,0,3,21,200
9,23,0,3,21,200
4,23,0,3,21,200
6,23,0,3,21,200
7,23,0,3,21,200
85,23,0,3,21,200
13,25,0,3,21,200
85,25,0,3,21,200
82,28,0,3,21,200
64,31,0,3,21,200
21,33,0,3,21,200
58,33,0,3,21,200
72,33,0,3,21,200
78,33,0,3,21,200
27,33,0,3,21,200
96,35,0,3,21,200
28,36,0,3,21,200
11,36,0,3,21,200
78,36,0,3,21,200
80,36,0,3,21,200
96,37,0,3,21,200
86,38,0,3,21,200
93,41,0,3,21,200
98,41,0,3,21,200
90,41,0,3,21,200
66,41,0,3,21,200
28,42,0,3,21,200
32,44,0,3,21,200
16,44,0,3,21,200
63,44,0,3,21,200
99,44,0,3,21,200
100,45,0,3,21,200
87,46,0,3,21,200
76,51,0,3,21,200
64,52,0,3,21,200
35,52,0,3,21,200
56,52,0,3,21,200
66,52,0,3,21,200
70,52,0,3,21,200
96,53,0,3,21,200
74,54,0,3,21,200
32,56,0,3,21,200
20,56,0,3,21,200
31,56,0,3,21,200
52,56,0,3,21,200
75,56,0,3,21,200
34,56,0,3,21,200
16,56,0,3,21,200
63,56,0,3,21,200
85,56,0,3,21,200
28,60,0,3,21,200
32,62,0,3,21,200
62,62,0,3,21,200
68,62,0,3,21,200
74,62,0,3,21,200
87,62,0,3,21,200
15,62,0,3,21,200
80,62,0,3,21,200
35,63,0,3,21,200
56,63,0,3,21,200
66,63,0,3,21,200
70,63,0,3,21,200
24,65,0,3,21,200
93,65,0,3,21,200
98,65,0,3,21,200
90,65,0,3,21,200
32,66,0,3,21,200
32,67,0,3,21,200
84,67,0,3,21,200
85,67,0,3,21,200
93,68,0,3,21,200
98,68,0,3,21,200
90,68,0,3,21,200
20,69,0,3,21,200
31,69,0,3,21,200
52,69,0,3,21,200
75,69,0,3,21,200
34,69,0,3,21,200
16,69,0,3,21,200
63,69,0,3,21,200
28,69,0,3,21,200
23,69,0,3,21,200
75,70,0,3,21,200
34,70,0,3,21,200
100,70,0,3,21,200
20,72,0,3,21,200
53,72,0,3,21,200
77,72,0,3,21,200
90,72,0,3,21,200
56,74,0,3,21,200
66,74,0,3,21,200
87,75,0,3,21,200
21,77,0,3,21,200
58,77,0,3,21,200
20,77,0,3,21,200
31,77,0,3,21,200
52,77,0,3,21,200
41,77,0,3,21,200
34,77,0,3,21,200
43,79,0,3,21,200
59,79,0,3,21,200
78,79,0,3,21,200
94,79,0,3,21,200
89,79,0,3,21,200
95,79,0,3,21,200
91,79,0,3,21,200
80,79,0,3,21,200
97,79,0,3,21,200
96,81,0,3,21,200
55,83,0,3,21,200
21,83,0,3,21,200
41,83,0,3,21,200
24,83,0,3,21,200
