species,gene,lam,k,rep,error
33,1,0,3,15,200
56,1,0,3,15,200
81,2,0,3,15,200
22,5,0,3,15,200
0,18,0,3,15,200
62,24,0,3,15,200
68,24,0,3,15,200
33,24,0,3,15,200
31,28,0,3,15,200
5,31,0,3,15,200
33,31,0,3,15,200
81,32,0,3,15,200
81,41,0,3,15,200
62,49,0,3,15,200
68,49,0,3,15,200
5,49,0,3,15,200
33,49,0,3,15,200
56,49,0,3,15,200
0,55,0,3,15,200
5,57,0,3,15,200
56,57,0,3,15,200
0,63,0,3,15,200
81,70,0,3,15,200
85,70,0,3,15,200
87,70,0,3,15,200
98,70,0,3,15,200
56,82,0,3,15,200
35,82,0,3,15,200
33,86,0,3,15,200
33,100,0,3,15,200
56,100,0,3,15,200
33,1,0.00001,3,15,200
56,1,0.00001,3,15,200
81,2,0.00001,3,15,200
87,5,0.00001,3,15,200
22,5,0.00001,3,15,200
0,18,0.00001,3,15,200
62,24,0.00001,3,15,200
68,24,0.00001,3,15,200
33,24,0.00001,3,15,200
31,28,0.00001,3,15,200
5,31,0.00001,3,15,200
33,31,0.00001,3,15,200
81,32,0.00001,3,15,200
81,41,0.00001,3,15,200
62,49,0.00001,3,15,200
68,49,0.00001,3,15,200
5,49,0.00001,3,15,200
33,49,0.00001,3,15,200
56,49,0.00001,3,15,200
0,55,0.00001,3,15,200
5,57,0.00001,3,15,200
56,57,0.00001,3,15,200
0,63,0.00001,3,15,200
81,70,0.00001,3,15,200
85,70,0.00001,3,15,200
87,70,0.00001,3,15,200
98,70,0.00001,3,15,200
56,82,0.00001,3,15,200
35,82,0.00001,3,15,200
33,100,0.00001,3,15,200
56,100,0.00001,3,15,200
56,1,0.0001,3,15,200
87,5,0.0001,3,15,200
22,5,0.0001,3,15,200
0,18,0.0001,3,15,200
62,24,0.0001,3,15,200
68,24,0.0001,3,15,200
33,24,0.0001,3,15,200
31,28,0.0001,3,15,200
5,31,0.0001,3,15,200
33,31,0.0001,3,15,200
81,32,0.0001,3,15,200
81,41,0.0001,3,15,200
62,49,0.0001,3,15,200
68,49,0.0001,3,15,200
5,49,0.0001,3,15,200
56,49,0.0001,3,15,200
0,55,0.0001,3,15,200
55,57,0.0001,3,15,200
21,57,0.0001,3,15,200
65,57,0.0001,3,15,200
5,57,0.0001,3,15,200
0,63,0.0001,3,15,200
81,70,0.0001,3,15,200
85,70,0.0001,3,15,200
87,70,0.0001,3,15,200
98,70,0.0001,3,15,200
35,82,0.0001,3,15,200
56,100,0.0001,3,15,200
48,2,0.001,3,15,200
87,5,0.001,3,15,200
15,10,0.001,3,15,200
33,24,0.001,3,15,200
31,28,0.001,3,15,200
58,30,0.001,3,15,200
43,30,0.001,3,15,200
81,41,0.001,3,15,200
62,49,0.001,3,15,200
68,49,0.001,3,15,200
55,57,0.001,3,15,200
21,57,0.001,3,15,200
81,70,0.001,3,15,200
85,70,0.001,3,15,200
87,70,0.001,3,15,200
98,70,0.001,3,15,200
35,82,0.001,3,15,200
60,7,0.01,3,15,200
22,8,0.01,3,15,200
31,28,0.01,3,15,200
81,70,0.01,3,15,200
98,70,0.01,3,15,200
35,82,0.01,3,15,200
27,84,0.1,3,15,200
38,27,true,3,15,200
10,27,true,3,15,200
49,27,true,3,15,200
27,27,true,3,15,200
60,27,true,3,15,200
71,27,true,3,15,200
52,27,true,3,15,200
67,27,true,3,15,200
28,27,true,3,15,200
41,27,true,3,15,200
0,29,true,3,15,200
57,38,true,3,15,200
22,38,true,3,15,200
75,38,true,3,15,200
15,38,true,3,15,200
57,44,true,3,15,200
79,82,true,3,15,200
96,86,true,3,15,200
45,92,true,3,15,200
72,4,0,3,15,400
99,8,0,3,15,400
42,8,0,3,15,400
33,24,0,3,15,400
42,29,0,3,15,400
5,31,0,3,15,400
33,31,0,3,15,400
0,41,0,3,15,400
23,43,0,3,15,400
39,57,0,3,15,400
52,63,0,3,15,400
67,63,0,3,15,400
43,63,0,3,15,400
39,64,0,3,15,400
23,66,0,3,15,400
45,67,0,3,15,400
0,75,0,3,15,400
11,82,0,3,15,400
42,84,0,3,15,400
41,85,0,3,15,400
99,86,0,3,15,400
23,88,0,3,15,400
23,99,0,3,15,400
33,100,0,3,15,400
56,100,0,3,15,400
72,4,0.00001,3,15,400
99,8,0.00001,3,15,400
42,8,0.00001,3,15,400
33,24,0.00001,3,15,400
42,29,0.00001,3,15,400
5,31,0.00001,3,15,400
33,31,0.00001,3,15,400
0,41,0.00001,3,15,400
86,42,0.00001,3,15,400
23,43,0.00001,3,15,400
39,57,0.00001,3,15,400
52,63,0.00001,3,15,400
67,63,0.00001,3,15,400
43,63,0.00001,3,15,400
39,64,0.00001,3,15,400
23,66,0.00001,3,15,400
45,67,0.00001,3,15,400
0,75,0.00001,3,15,400
11,82,0.00001,3,15,400
42,84,0.00001,3,15,400
41,85,0.00001,3,15,400
99,86,0.00001,3,15,400
23,88,0.00001,3,15,400
23,99,0.00001,3,15,400
41,100,0.00001,3,15,400
33,100,0.00001,3,15,400
56,100,0.00001,3,15,400
42,8,0.0001,3,15,400
16,8,0.0001,3,15,400
63,8,0.0001,3,15,400
33,24,0.0001,3,15,400
42,29,0.0001,3,15,400
5,31,0.0001,3,15,400
33,31,0.0001,3,15,400
0,41,0.0001,3,15,400
86,42,0.0001,3,15,400
23,43,0.0001,3,15,400
39,57,0.0001,3,15,400
52,63,0.0001,3,15,400
67,63,0.0001,3,15,400
43,63,0.0001,3,15,400
36,63,0.0001,3,15,400
39,64,0.0001,3,15,400
23,66,0.0001,3,15,400
45,67,0.0001,3,15,400
42,84,0.0001,3,15,400
41,85,0.0001,3,15,400
99,86,0.0001,3,15,400
23,88,0.0001,3,15,400
23,99,0.0001,3,15,400
41,100,0.0001,3,15,400
33,100,0.0001,3,15,400
56,100,0.0001,3,15,400
63,8,0.001,3,15,400
33,24,0.001,3,15,400
42,29,0.001,3,15,400
52,63,0.001,3,15,400
42,84,0.001,3,15,400
41,85,0.001,3,15,400
23,99,0.001,3,15,400
23,8,0.01,3,15,400
33,24,0.01,3,15,400
99,29,0.01,3,15,400
23,35,0.01,3,15,400
72,42,0.01,3,15,400
57,45,0.01,3,15,400
43,63,0.01,3,15,400
23,82,0.01,3,15,400
12,99,0.01,3,15,400
23,8,0.1,3,15,400
23,62,0.1,3,15,400
0,65,0.1,3,15,400
99,65,0.1,3,15,400
58,24,true,3,15,400
43,24,true,3,15,400
30,29,true,3,15,400
12,29,true,3,15,400
41,38,true,3,15,400
75,38,true,3,15,400
20,38,true,3,15,400
23,38,true,3,15,400
15,38,true,3,15,400
14,38,true,3,15,400
40,38,true,3,15,400
54,38,true,3,15,400
57,38,true,3,15,400
22,38,true,3,15,400
58,71,true,3,15,400
43,71,true,3,15,400
81,71,true,3,15,400
85,71,true,3,15,400
86,71,true,3,15,400
96,71,true,3,15,400
87,71,true,3,15,400
98,71,true,3,15,400
88,82,true,3,15,400
84,82,true,3,15,400
79,82,true,3,15,400
86,99,true,3,15,400
96,99,true,3,15,400
18,2,0,3,15,800
29,2,0,3,15,800
50,2,0,3,15,800
72,4,0,3,15,800
66,4,0,3,15,800
92,6,0,3,15,800
60,7,0,3,15,800
0,8,0,3,15,800
72,8,0,3,15,800
99,8,0,3,15,800
11,14,0,3,15,800
99,15,0,3,15,800
74,16,0,3,15,800
16,20,0,3,15,800
63,20,0,3,15,800
57,23,0,3,15,800
32,24,0,3,15,800
42,29,0,3,15,800
29,29,0,3,15,800
50,29,0,3,15,800
16,29,0,3,15,800
63,29,0,3,15,800
55,30,0,3,15,800
0,32,0,3,15,800
99,33,0,3,15,800
99,35,0,3,15,800
75,39,0,3,15,800
20,39,0,3,15,800
38,39,0,3,15,800
86,40,0,3,15,800
86,42,0,3,15,800
72,42,0,3,15,800
57,43,0,3,15,800
88,43,0,3,15,800
4,44,0,3,15,800
39,44,0,3,15,800
29,44,0,3,15,800
50,44,0,3,15,800
10,49,0,3,15,800
83,51,0,3,15,800
99,54,0,3,15,800
96,56,0,3,15,800
74,57,0,3,15,800
32,57,0,3,15,800
39,57,0,3,15,800
29,57,0,3,15,800
57,58,0,3,15,800
0,63,0,3,15,800
74,63,0,3,15,800
36,63,0,3,15,800
10,64,0,3,15,800
65,66,0,3,15,800
11,70,0,3,15,800
89,70,0,3,15,800
60,72,0,3,15,800
33,76,0,3,15,800
56,76,0,3,15,800
0,77,0,3,15,800
56,82,0,3,15,800
11,82,0,3,15,800
99,82,0,3,15,800
32,83,0,3,15,800
31,83,0,3,15,800
45,83,0,3,15,800
89,83,0,3,15,800
86,84,0,3,15,800
23,84,0,3,15,800
11,85,0,3,15,800
12,85,0,3,15,800
30,85,0,3,15,800
16,85,0,3,15,800
63,85,0,3,15,800
0,86,0,3,15,800
3,86,0,3,15,800
14,87,0,3,15,800
0,88,0,3,15,800
23,89,0,3,15,800
92,94,0,3,15,800
41,95,0,3,15,800
99,97,0,3,15,800
29,98,0,3,15,800
50,98,0,3,15,800
12,99,0,3,15,800
92,99,0,3,15,800
33,100,0,3,15,800
56,100,0,3,15,800
18,2,0.00001,3,15,800
72,4,0.00001,3,15,800
60,7,0.00001,3,15,800
0,8,0.00001,3,15,800
72,8,0.00001,3,15,800
16,20,0.00001,3,15,800
63,20,0.00001,3,15,800
32,24,0.00001,3,15,800
42,29,0.00001,3,15,800
16,29,0.00001,3,15,800
63,29,0.00001,3,15,800
55,30,0.00001,3,15,800
21,30,0.00001,3,15,800
0,32,0.00001,3,15,800
99,35,0.00001,3,15,800
75,39,0.00001,3,15,800
20,39,0.00001,3,15,800
38,39,0.00001,3,15,800
86,40,0.00001,3,15,800
86,42,0.00001,3,15,800
72,42,0.00001,3,15,800
57,42,0.00001,3,15,800
88,43,0.00001,3,15,800
4,44,0.00001,3,15,800
39,44,0.00001,3,15,800
50,44,0.00001,3,15,800
10,49,0.00001,3,15,800
99,54,0.00001,3,15,800
96,56,0.00001,3,15,800
74,57,0.00001,3,15,800
32,57,0.00001,3,15,800
39,57,0.00001,3,15,800
29,57,0.00001,3,15,800
57,58,0.00001,3,15,800
0,63,0.00001,3,15,800
74,63,0.00001,3,15,800
36,63,0.00001,3,15,800
10,64,0.00001,3,15,800
65,66,0.00001,3,15,800
11,70,0.00001,3,15,800
89,70,0.00001,3,15,800
60,72,0.00001,3,15,800
33,76,0.00001,3,15,800
56,76,0.00001,3,15,800
0,77,0.00001,3,15,800
56,82,0.00001,3,15,800
11,82,0.00001,3,15,800
99,82,0.00001,3,15,800
86,84,0.00001,3,15,800
12,85,0.00001,3,15,800
30,85,0.00001,3,15,800
16,85,0.00001,3,15,800
63,85,0.00001,3,15,800
0,86,0.00001,3,15,800
3,86,0.00001,3,15,800
0,88,0.00001,3,15,800
92,94,0.00001,3,15,800
41,95,0.00001,3,15,800
99,97,0.00001,3,15,800
12,99,0.00001,3,15,800
92,99,0.00001,3,15,800
33,100,0.00001,3,15,800
56,100,0.00001,3,15,800
18,2,0.0001,3,15,800
72,4,0.0001,3,15,800
66,4,0.0001,3,15,800
60,7,0.0001,3,15,800
0,8,0.0001,3,15,800
72,8,0.0001,3,15,800
60,20,0.0001,3,15,800
16,20,0.0001,3,15,800
63,20,0.0001,3,15,800
42,29,0.0001,3,15,800
16,29,0.0001,3,15,800
63,29,0.0001,3,15,800
55,30,0.0001,3,15,800
21,30,0.0001,3,15,800
65,30,0.0001,3,15,800
0,32,0.0001,3,15,800
75,39,0.0001,3,15,800
20,39,0.0001,3,15,800
38,39,0.0001,3,15,800
58,39,0.0001,3,15,800
43,39,0.0001,3,15,800
86,40,0.0001,3,15,800
86,42,0.0001,3,15,800
72,42,0.0001,3,15,800
57,42,0.0001,3,15,800
88,43,0.0001,3,15,800
4,44,0.0001,3,15,800
12,44,0.0001,3,15,800
30,44,0.0001,3,15,800
39,44,0.0001,3,15,800
29,44,0.0001,3,15,800
50,44,0.0001,3,15,800
10,49,0.0001,3,15,800
99,54,0.0001,3,15,800
74,57,0.0001,3,15,800
39,57,0.0001,3,15,800
22,57,0.0001,3,15,800
29,57,0.0001,3,15,800
57,58,0.0001,3,15,800
0,63,0.0001,3,15,800
10,64,0.0001,3,15,800
65,66,0.0001,3,15,800
11,70,0.0001,3,15,800
89,70,0.0001,3,15,800
60,72,0.0001,3,15,800
33,76,0.0001,3,15,800
0,77,0.0001,3,15,800
79,78,0.0001,3,15,800
56,82,0.0001,3,15,800
11,82,0.0001,3,15,800
99,82,0.0001,3,15,800
86,84,0.0001,3,15,800
12,85,0.0001,3,15,800
30,85,0.0001,3,15,800
16,85,0.0001,3,15,800
63,85,0.0001,3,15,800
0,86,0.0001,3,15,800
0,88,0.0001,3,15,800
88,92,0.0001,3,15,800
92,94,0.0001,3,15,800
12,99,0.0001,3,15,800
92,99,0.0001,3,15,800
42,29,0.001,3,15,800
55,30,0.001,3,15,800
72,42,0.001,3,15,800
57,42,0.001,3,15,800
39,57,0.001,3,15,800
29,57,0.001,3,15,800
12,99,0.001,3,15,800
23,35,0.01,3,15,800
0,70,0.01,3,15,800
12,99,0.01,3,15,800
15,99,0.01,3,15,800
0,70,0.1,3,15,800
12,29,true,3,15,800
30,29,true,3,15,800
75,38,true,3,15,800
20,38,true,3,15,800
14,38,true,3,15,800
57,38,true,3,15,800
22,38,true,3,15,800
23,38,true,3,15,800
15,38,true,3,15,800
41,38,true,3,15,800
54,38,true,3,15,800
40,38,true,3,15,800
51,39,true,3,15,800
87,71,true,3,15,800
98,71,true,3,15,800
96,71,true,3,15,800
81,71,true,3,15,800
86,71,true,3,15,800
85,71,true,3,15,800
58,71,true,3,15,800
43,71,true,3,15,800
88,82,true,3,15,800
84,82,true,3,15,800
79,82,true,3,15,800
87,99,true,3,15,800
98,99,true,3,15,800
96,99,true,3,15,800
81,99,true,3,15,800
86,99,true,3,15,800
85,99,true,3,15,800
32,4,0,3,15,1600
38,4,0,3,15,1600
72,4,0,3,15,1600
66,4,0,3,15,1600
32,5,0,3,15,1600
92,6,0,3,15,1600
60,7,0,3,15,1600
72,8,0,3,15,1600
99,8,0,3,15,1600
72,9,0,3,15,1600
57,10,0,3,15,1600
11,14,0,3,15,1600
99,15,0,3,15,1600
74,16,0,3,15,1600
41,17,0,3,15,1600
60,20,0,3,15,1600
42,20,0,3,15,1600
16,20,0,3,15,1600
63,20,0,3,15,1600
32,23,0,3,15,1600
57,23,0,3,15,1600
32,24,0,3,15,1600
16,27,0,3,15,1600
63,27,0,3,15,1600
42,29,0,3,15,1600
66,29,0,3,15,1600
14,29,0,3,15,1600
55,30,0,3,15,1600
11,31,0,3,15,1600
14,32,0,3,15,1600
99,35,0,3,15,1600
38,39,0,3,15,1600
96,40,0,3,15,1600
86,40,0,3,15,1600
72,42,0,3,15,1600
86,42,0,3,15,1600
11,44,0,3,15,1600
29,44,0,3,15,1600
50,44,0,3,15,1600
66,44,0,3,15,1600
31,44,0,3,15,1600
45,44,0,3,15,1600
32,50,0,3,15,1600
83,51,0,3,15,1600
99,54,0,3,15,1600
96,56,0,3,15,1600
32,57,0,3,15,1600
39,57,0,3,15,1600
74,57,0,3,15,1600
32,58,0,3,15,1600
49,61,0,3,15,1600
27,61,0,3,15,1600
10,64,0,3,15,1600
39,64,0,3,15,1600
65,66,0,3,15,1600
66,69,0,3,15,1600
60,72,0,3,15,1600
32,75,0,3,15,1600
33,76,0,3,15,1600
56,76,0,3,15,1600
79,78,0,3,15,1600
11,82,0,3,15,1600
32,83,0,3,15,1600
57,83,0,3,15,1600
12,85,0,3,15,1600
30,85,0,3,15,1600
42,85,0,3,15,1600
16,85,0,3,15,1600
63,85,0,3,15,1600
30,86,0,3,15,1600
23,86,0,3,15,1600
29,88,0,3,15,1600
50,88,0,3,15,1600
92,94,0,3,15,1600
29,98,0,3,15,1600
50,98,0,3,15,1600
12,99,0,3,15,1600
33,100,0,3,15,1600
56,100,0,3,15,1600
32,4,0.00001,3,15,1600
72,4,0.00001,3,15,1600
66,4,0.00001,3,15,1600
32,5,0.00001,3,15,1600
92,6,0.00001,3,15,1600
60,7,0.00001,3,15,1600
72,8,0.00001,3,15,1600
99,8,0.00001,3,15,1600
72,9,0.00001,3,15,1600
57,10,0.00001,3,15,1600
11,14,0.00001,3,15,1600
74,16,0.00001,3,15,1600
60,20,0.00001,3,15,1600
16,20,0.00001,3,15,1600
63,20,0.00001,3,15,1600
32,23,0.00001,3,15,1600
57,23,0.00001,3,15,1600
32,24,0.00001,3,15,1600
16,27,0.00001,3,15,1600
63,27,0.00001,3,15,1600
42,29,0.00001,3,15,1600
11,31,0.00001,3,15,1600
14,32,0.00001,3,15,1600
99,35,0.00001,3,15,1600
38,39,0.00001,3,15,1600
96,40,0.00001,3,15,1600
86,40,0.00001,3,15,1600
72,42,0.00001,3,15,1600
86,42,0.00001,3,15,1600
29,44,0.00001,3,15,1600
50,44,0.00001,3,15,1600
66,44,0.00001,3,15,1600
31,44,0.00001,3,15,1600
45,44,0.00001,3,15,1600
32,50,0.00001,3,15,1600
83,51,0.00001,3,15,1600
99,54,0.00001,3,15,1600
96,56,0.00001,3,15,1600
32,57,0.00001,3,15,1600
39,57,0.00001,3,15,1600
74,57,0.00001,3,15,1600
32,58,0.00001,3,15,1600
10,64,0.00001,3,15,1600
39,64,0.00001,3,15,1600
65,66,0.00001,3,15,1600
66,69,0.00001,3,15,1600
60,72,0.00001,3,15,1600
32,75,0.00001,3,15,1600
33,76,0.00001,3,15,1600
56,76,0.00001,3,15,1600
79,78,0.00001,3,15,1600
11,82,0.00001,3,15,1600
32,83,0.00001,3,15,1600
57,83,0.00001,3,15,1600
30,85,0.00001,3,15,1600
42,85,0.00001,3,15,1600
16,85,0.00001,3,15,1600
63,85,0.00001,3,15,1600
23,86,0.00001,3,15,1600
29,88,0.00001,3,15,1600
50,88,0.00001,3,15,1600
92,94,0.00001,3,15,1600
29,98,0.00001,3,15,1600
50,98,0.00001,3,15,1600
12,99,0.00001,3,15,1600
33,100,0.00001,3,15,1600
56,100,0.00001,3,15,1600
32,4,0.0001,3,15,1600
72,4,0.0001,3,15,1600
66,4,0.0001,3,15,1600
92,6,0.0001,3,15,1600
60,7,0.0001,3,15,1600
72,8,0.0001,3,15,1600
99,8,0.0001,3,15,1600
72,9,0.0001,3,15,1600
11,14,0.0001,3,15,1600
60,20,0.0001,3,15,1600
16,20,0.0001,3,15,1600
63,20,0.0001,3,15,1600
32,24,0.0001,3,15,1600
42,29,0.0001,3,15,1600
66,29,0.0001,3,15,1600
11,31,0.0001,3,15,1600
14,31,0.0001,3,15,1600
38,39,0.0001,3,15,1600
58,39,0.0001,3,15,1600
43,39,0.0001,3,15,1600
86,40,0.0001,3,15,1600
72,42,0.0001,3,15,1600
86,42,0.0001,3,15,1600
29,44,0.0001,3,15,1600
50,44,0.0001,3,15,1600
66,44,0.0001,3,15,1600
83,51,0.0001,3,15,1600
99,54,0.0001,3,15,1600
96,56,0.0001,3,15,1600
32,57,0.0001,3,15,1600
39,57,0.0001,3,15,1600
11,57,0.0001,3,15,1600
74,57,0.0001,3,15,1600
10,64,0.0001,3,15,1600
39,64,0.0001,3,15,1600
65,66,0.0001,3,15,1600
66,69,0.0001,3,15,1600
60,72,0.0001,3,15,1600
33,76,0.0001,3,15,1600
56,76,0.0001,3,15,1600
79,78,0.0001,3,15,1600
11,82,0.0001,3,15,1600
32,83,0.0001,3,15,1600
57,83,0.0001,3,15,1600
42,85,0.0001,3,15,1600
16,85,0.0001,3,15,1600
63,85,0.0001,3,15,1600
23,86,0.0001,3,15,1600
29,88,0.0001,3,15,1600
50,88,0.0001,3,15,1600
92,94,0.0001,3,15,1600
29,98,0.0001,3,15,1600
50,98,0.0001,3,15,1600
12,99,0.0001,3,15,1600
66,4,0.001,3,15,1600
60,7,0.001,3,15,1600
60,20,0.001,3,15,1600
42,29,0.001,3,15,1600
14,29,0.001,3,15,1600
14,31,0.001,3,15,1600
38,39,0.001,3,15,1600
86,40,0.001,3,15,1600
72,42,0.001,3,15,1600
86,42,0.001,3,15,1600
