species,gene,lam,k,rep
58,1,0,3,17
5,2,0,3,17
21,2,0,3,17
20,2,0,3,17
42,13,0,3,17
14,14,0,3,17
41,23,0,3,17
26,32,0,3,17
26,34,0,3,17
75,34,0,3,17
66,38,0,3,17
14,38,0,3,17
31,38,0,3,17
90,43,0,3,17
31,43,0,3,17
84,44,0,3,17
90,44,0,3,17
99,44,0,3,17
2,45,0,3,17
42,47,0,3,17
41,49,0,3,17
78,50,0,3,17
66,50,0,3,17
64,50,0,3,17
48,51,0,3,17
41,52,0,3,17
82,55,0,3,17
84,57,0,3,17
14,57,0,3,17
42,58,0,3,17
14,61,0,3,17
25,62,0,3,17
2,62,0,3,17
48,72,0,3,17
94,73,0,3,17
55,73,0,3,17
48,73,0,3,17
41,73,0,3,17
15,75,0,3,17
2,75,0,3,17
84,77,0,3,17
4,87,0,3,17
58,89,0,3,17
45,89,0,3,17
74,93,0,3,17
58,94,0,3,17
94,96,0,3,17
55,96,0,3,17
64,97,0,3,17
42,13,0.00001,3,17
14,14,0.00001,3,17
26,32,0.00001,3,17
26,34,0.00001,3,17
66,38,0.00001,3,17
31,38,0.00001,3,17
90,43,0.00001,3,17
31,43,0.00001,3,17
84,44,0.00001,3,17
90,44,0.00001,3,17
99,44,0.00001,3,17
2,45,0.00001,3,17
42,47,0.00001,3,17
41,49,0.00001,3,17
78,50,0.00001,3,17
66,50,0.00001,3,17
64,50,0.00001,3,17
48,51,0.00001,3,17
14,57,0.00001,3,17
42,58,0.00001,3,17
14,61,0.00001,3,17
25,62,0.00001,3,17
2,62,0.00001,3,17
48,72,0.00001,3,17
94,73,0.00001,3,17
55,73,0.00001,3,17
48,73,0.00001,3,17
41,73,0.00001,3,17
15,75,0.00001,3,17
2,75,0.00001,3,17
84,77,0.00001,3,17
4,87,0.00001,3,17
94,96,0.00001,3,17
64,97,0.00001,3,17
14,14,0.0001,3,17
26,32,0.0001,3,17
26,34,0.0001,3,17
66,38,0.0001,3,17
31,38,0.0001,3,17
90,43,0.0001,3,17
31,43,0.0001,3,17
84,44,0.0001,3,17
2,45,0.0001,3,17
42,47,0.0001,3,17
66,50,0.0001,3,17
42,58,0.0001,3,17
14,61,0.0001,3,17
48,72,0.0001,3,17
41,73,0.0001,3,17
15,75,0.0001,3,17
2,75,0.0001,3,17
84,77,0.0001,3,17
4,87,0.0001,3,17
64,97,0.0001,3,17
14,14,0.001,3,17
26,32,0.001,3,17
66,38,0.001,3,17
31,38,0.001,3,17
90,43,0.001,3,17
2,45,0.001,3,17
66,50,0.001,3,17
14,57,0.001,3,17
48,72,0.001,3,17
2,75,0.001,3,17
84,77,0.001,3,17
4,87,0.001,3,17
64,97,0.001,3,17
10,99,0.001,3,17
23,99,0.001,3,17
18,99,0.001,3,17
84,77,0.01,3,17
64,97,0.01,3,17
28,33,0.1,3,17
83,33,0.1,3,17
85,33,0.1,3,17
44,33,0.1,3,17
77,65,0.1,3,17
46,65,0.1,3,17
92,65,0.1,3,17
87,65,0.1,3,17
