species,gene,lam,k,rep
93,1,0,3,39
81,4,0,3,39
24,4,0,3,39
21,4,0,3,39
41,10,0,3,39
61,10,0,3,39
37,11,0,3,39
61,12,0,3,39
84,12,0,3,39
100,12,0,3,39
71,18,0,3,39
6,18,0,3,39
98,21,0,3,39
89,21,0,3,39
92,21,0,3,39
98,25,0,3,39
7,25,0,3,39
40,25,0,3,39
45,25,0,3,39
91,28,0,3,39
69,29,0,3,39
93,34,0,3,39
85,34,0,3,39
91,34,0,3,39
11,36,0,3,39
68,36,0,3,39
43,36,0,3,39
74,37,0,3,39
34,37,0,3,39
47,37,0,3,39
22,37,0,3,39
18,37,0,3,39
71,38,0,3,39
6,38,0,3,39
29,38,0,3,39
28,38,0,3,39
90,39,0,3,39
93,39,0,3,39
43,41,0,3,39
24,41,0,3,39
85,41,0,3,39
91,41,0,3,39
84,42,0,3,39
100,42,0,3,39
99,42,0,3,39
97,42,0,3,39
21,43,0,3,39
45,43,0,3,39
86,44,0,3,39
90,46,0,3,39
93,46,0,3,39
99,47,0,3,39
97,47,0,3,39
99,48,0,3,39
93,48,0,3,39
32,51,0,3,39
86,51,0,3,39
24,52,0,3,39
100,58,0,3,39
11,59,0,3,39
81,59,0,3,39
35,59,0,3,39
68,59,0,3,39
43,59,0,3,39
24,59,0,3,39
84,59,0,3,39
100,59,0,3,39
97,59,0,3,39
21,62,0,3,39
24,66,0,3,39
11,71,0,3,39
81,71,0,3,39
43,71,0,3,39
90,74,0,3,39
93,74,0,3,39
68,76,0,3,39
43,76,0,3,39
81,77,0,3,39
84,79,0,3,39
97,79,0,3,39
11,80,0,3,39
68,80,0,3,39
86,81,0,3,39
74,82,0,3,39
34,82,0,3,39
47,82,0,3,39
22,82,0,3,39
18,82,0,3,39
53,83,0,3,39
37,85,0,3,39
52,85,0,3,39
0,85,0,3,39
98,87,0,3,39
89,87,0,3,39
92,87,0,3,39
89,88,0,3,39
92,88,0,3,39
35,99,0,3,39
27,100,0,3,39
81,4,0.00001,3,39
24,4,0.00001,3,39
21,4,0.00001,3,39
41,10,0.00001,3,39
61,10,0.00001,3,39
37,11,0.00001,3,39
84,12,0.00001,3,39
100,12,0.00001,3,39
98,21,0.00001,3,39
89,21,0.00001,3,39
92,21,0.00001,3,39
98,25,0.00001,3,39
11,26,0.00001,3,39
81,26,0.00001,3,39
35,26,0.00001,3,39
68,26,0.00001,3,39
43,26,0.00001,3,39
24,26,0.00001,3,39
21,26,0.00001,3,39
93,34,0.00001,3,39
85,34,0.00001,3,39
11,36,0.00001,3,39
68,36,0.00001,3,39
74,37,0.00001,3,39
34,37,0.00001,3,39
47,37,0.00001,3,39
22,37,0.00001,3,39
18,37,0.00001,3,39
90,39,0.00001,3,39
61,40,0.00001,3,39
29,40,0.00001,3,39
28,40,0.00001,3,39
43,41,0.00001,3,39
24,41,0.00001,3,39
100,42,0.00001,3,39
99,42,0.00001,3,39
97,42,0.00001,3,39
86,44,0.00001,3,39
90,46,0.00001,3,39
99,47,0.00001,3,39
97,47,0.00001,3,39
99,48,0.00001,3,39
32,51,0.00001,3,39
24,52,0.00001,3,39
11,59,0.00001,3,39
81,59,0.00001,3,39
35,59,0.00001,3,39
68,59,0.00001,3,39
43,59,0.00001,3,39
24,59,0.00001,3,39
21,62,0.00001,3,39
24,66,0.00001,3,39
11,71,0.00001,3,39
81,71,0.00001,3,39
90,74,0.00001,3,39
68,76,0.00001,3,39
43,76,0.00001,3,39
81,77,0.00001,3,39
84,79,0.00001,3,39
97,79,0.00001,3,39
11,80,0.00001,3,39
68,80,0.00001,3,39
74,82,0.00001,3,39
34,82,0.00001,3,39
47,82,0.00001,3,39
22,82,0.00001,3,39
18,82,0.00001,3,39
53,83,0.00001,3,39
37,85,0.00001,3,39
