species,gene,lam,k,rep
28,7,0,3,26
75,7,0,3,26
39,7,0,3,26
90,13,0,3,26
20,24,0,3,26
10,24,0,3,26
79,30,0,3,26
10,63,0,3,26
85,67,0,3,26
79,69,0,3,26
79,78,0,3,26
79,80,0,3,26
73,80,0,3,26
59,80,0,3,26
54,86,0,3,26
84,86,0,3,26
28,7,0.00001,3,26
75,7,0.00001,3,26
39,7,0.00001,3,26
90,13,0.00001,3,26
20,24,0.00001,3,26
10,24,0.00001,3,26
79,30,0.00001,3,26
10,63,0.00001,3,26
85,67,0.00001,3,26
79,69,0.00001,3,26
79,78,0.00001,3,26
79,80,0.00001,3,26
73,80,0.00001,3,26
59,80,0.00001,3,26
58,83,0.00001,3,26
10,88,0.00001,3,26
20,24,0.0001,3,26
10,24,0.0001,3,26
79,30,0.0001,3,26
37,43,0.0001,3,26
10,63,0.0001,3,26
85,67,0.0001,3,26
79,69,0.0001,3,26
79,78,0.0001,3,26
79,80,0.0001,3,26
73,80,0.0001,3,26
59,80,0.0001,3,26
20,24,0.001,3,26
17,43,0.001,3,26
8,43,0.001,3,26
21,43,0.001,3,26
4,43,0.001,3,26
37,43,0.001,3,26
74,47,0.001,3,26
13,47,0.001,3,26
35,61,0.001,3,26
85,67,0.001,3,26
38,69,0.001,3,26
60,69,0.001,3,26
43,69,0.001,3,26
82,69,0.001,3,26
40,69,0.001,3,26
76,69,0.001,3,26
78,69,0.001,3,26
33,69,0.001,3,26
57,69,0.001,3,26
9,69,0.001,3,26
48,73,0.001,3,26
31,89,0.001,3,26
12,89,0.001,3,26
90,96,0.001,3,26
80,96,0.001,3,26
66,96,0.001,3,26
47,96,0.001,3,26
25,96,0.001,3,26
1,96,0.001,3,26
17,43,0.01,3,26
41,43,0.01,3,26
62,43,0.01,3,26
31,43,0.01,3,26
12,43,0.01,3,26
74,47,0.01,3,26
13,47,0.01,3,26
35,61,0.01,3,26
4,69,0.01,3,26
48,73,0.01,3,26
90,96,0.01,3,26
80,96,0.01,3,26
66,96,0.01,3,26
47,96,0.01,3,26
25,96,0.01,3,26
53,96,0.01,3,26
54,96,0.01,3,26
84,96,0.01,3,26
28,96,0.01,3,26
75,96,0.01,3,26
73,96,0.01,3,26
59,96,0.01,3,26
15,96,0.01,3,26
39,96,0.01,3,26
20,96,0.01,3,26
10,96,0.01,3,26
1,96,0.01,3,26
80,96,0.1,3,26
66,96,0.1,3,26
25,96,0.1,3,26
53,96,0.1,3,26
1,96,0.1,3,26
0,53,1,3,26
90,96,1,3,26
80,96,1,3,26
66,96,1,3,26
47,96,1,3,26
25,96,1,3,26
53,96,1,3,26
51,5,10,3,26
3,5,10,3,26
30,5,10,3,26
71,5,10,3,26
95,5,10,3,26
99,5,10,3,26
100,5,10,3,26
97,5,10,3,26
92,5,10,3,26
98,5,10,3,26
54,5,10,3,26
84,5,10,3,26
28,5,10,3,26
75,5,10,3,26
73,5,10,3,26
59,5,10,3,26
15,5,10,3,26
39,5,10,3,26
20,5,10,3,26
10,5,10,3,26
24,5,10,3,26
6,5,10,3,26
46,5,10,3,26
85,5,100,3,26
79,5,100,3,26
35,5,100,3,26
51,5,100,3,26
50,5,100,3,26
3,5,100,3,26
30,5,100,3,26
71,5,100,3,26
95,5,100,3,26
99,5,100,3,26
100,5,100,3,26
97,5,100,3,26
92,5,100,3,26
96,5,100,3,26
93,5,100,3,26
94,5,100,3,26
98,5,100,3,26
54,5,100,3,26
84,5,100,3,26
28,5,100,3,26
75,5,100,3,26
73,5,100,3,26
59,5,100,3,26
15,5,100,3,26
39,5,100,3,26
20,5,100,3,26
10,5,100,3,26
24,5,100,3,26
6,5,100,3,26
46,5,100,3,26
95,62,100,3,26
99,62,100,3,26
100,62,100,3,26
97,62,100,3,26
92,62,100,3,26
94,62,100,3,26
98,62,100,3,26
0,89,100,3,26
85,5,true,3,26
79,5,true,3,26
35,5,true,3,26
51,5,true,3,26
3,5,true,3,26
30,5,true,3,26
71,5,true,3,26
95,5,true,3,26
99,5,true,3,26
100,5,true,3,26
97,5,true,3,26
92,5,true,3,26
96,5,true,3,26
93,5,true,3,26
94,5,true,3,26
98,5,true,3,26
54,5,true,3,26
84,5,true,3,26
28,5,true,3,26
75,5,true,3,26
73,5,true,3,26
59,5,true,3,26
15,5,true,3,26
39,5,true,3,26
20,5,true,3,26
10,5,true,3,26
24,5,true,3,26
6,5,true,3,26
46,5,true,3,26
90,24,true,3,26
66,24,true,3,26
47,24,true,3,26
25,24,true,3,26
51,24,true,3,26
54,24,true,3,26
84,24,true,3,26
28,24,true,3,26
75,24,true,3,26
73,24,true,3,26
59,24,true,3,26
15,24,true,3,26
39,24,true,3,26
1,46,true,3,26
95,62,true,3,26
99,62,true,3,26
100,62,true,3,26
97,62,true,3,26
92,62,true,3,26
96,62,true,3,26
93,62,true,3,26
94,62,true,3,26
98,62,true,3,26
0,89,true,3,26
