species,gene,lam,k,rep,error
31,3,0,3,29,200
55,4,0,3,29,200
0,7,0,3,29,200
0,8,0,3,29,200
32,27,0,3,29,200
98,28,0,3,29,200
4,30,0,3,29,200
40,30,0,3,29,200
78,32,0,3,29,200
46,39,0,3,29,200
48,43,0,3,29,200
15,43,0,3,29,200
56,43,0,3,29,200
0,52,0,3,29,200
83,52,0,3,29,200
89,68,0,3,29,200
89,74,0,3,29,200
22,77,0,3,29,200
59,80,0,3,29,200
68,82,0,3,29,200
65,82,0,3,29,200
75,98,0,3,29,200
89,100,0,3,29,200
55,100,0,3,29,200
31,3,0.00001,3,29,200
55,4,0.00001,3,29,200
0,7,0.00001,3,29,200
0,8,0.00001,3,29,200
32,27,0.00001,3,29,200
98,28,0.00001,3,29,200
4,30,0.00001,3,29,200
40,30,0.00001,3,29,200
78,32,0.00001,3,29,200
46,39,0.00001,3,29,200
48,43,0.00001,3,29,200
15,43,0.00001,3,29,200
56,43,0.00001,3,29,200
0,52,0.00001,3,29,200
83,52,0.00001,3,29,200
89,68,0.00001,3,29,200
89,74,0.00001,3,29,200
22,77,0.00001,3,29,200
59,80,0.00001,3,29,200
68,82,0.00001,3,29,200
65,82,0.00001,3,29,200
75,98,0.00001,3,29,200
89,100,0.00001,3,29,200
55,100,0.00001,3,29,200
31,3,0.0001,3,29,200
55,4,0.0001,3,29,200
0,7,0.0001,3,29,200
32,27,0.0001,3,29,200
98,28,0.0001,3,29,200
4,30,0.0001,3,29,200
40,30,0.0001,3,29,200
78,32,0.0001,3,29,200
59,32,0.0001,3,29,200
46,39,0.0001,3,29,200
48,43,0.0001,3,29,200
15,43,0.0001,3,29,200
56,43,0.0001,3,29,200
0,52,0.0001,3,29,200
40,52,0.0001,3,29,200
89,68,0.0001,3,29,200
89,74,0.0001,3,29,200
22,77,0.0001,3,29,200
59,80,0.0001,3,29,200
68,82,0.0001,3,29,200
65,82,0.0001,3,29,200
75,98,0.0001,3,29,200
89,100,0.0001,3,29,200
55,100,0.0001,3,29,200
0,2,0.001,3,29,200
31,3,0.001,3,29,200
55,4,0.001,3,29,200
0,7,0.001,3,29,200
75,25,0.001,3,29,200
32,27,0.001,3,29,200
15,28,0.001,3,29,200
42,30,0.001,3,29,200
4,30,0.001,3,29,200
40,30,0.001,3,29,200
78,32,0.001,3,29,200
59,32,0.001,3,29,200
46,39,0.001,3,29,200
48,43,0.001,3,29,200
15,43,0.001,3,29,200
56,43,0.001,3,29,200
0,52,0.001,3,29,200
40,52,0.001,3,29,200
5,62,0.001,3,29,200
32,62,0.001,3,29,200
89,68,0.001,3,29,200
22,77,0.001,3,29,200
27,77,0.001,3,29,200
59,80,0.001,3,29,200
68,82,0.001,3,29,200
65,82,0.001,3,29,200
95,82,0.001,3,29,200
90,82,0.001,3,29,200
89,100,0.001,3,29,200
0,2,0.01,3,29,200
0,7,0.01,3,29,200
15,28,0.01,3,29,200
42,30,0.01,3,29,200
4,30,0.01,3,29,200
40,30,0.01,3,29,200
59,32,0.01,3,29,200
46,39,0.01,3,29,200
48,43,0.01,3,29,200
0,52,0.01,3,29,200
61,59,0.01,3,29,200
5,62,0.01,3,29,200
32,62,0.01,3,29,200
22,77,0.01,3,29,200
65,82,0.01,3,29,200
65,87,0.01,3,29,200
98,25,true,3,29,200
74,25,true,3,29,200
94,25,true,3,29,200
71,25,true,3,29,200
80,25,true,3,29,200
83,25,true,3,29,200
77,25,true,3,29,200
51,26,true,3,29,200
40,26,true,3,29,200
78,32,true,3,29,200
34,65,true,3,29,200
7,65,true,3,29,200
38,65,true,3,29,200
14,65,true,3,29,200
3,65,true,3,29,200
