species,gene,lam,k,rep
25,4,0,3,27
25,8,0,3,27
3,8,0,3,27
24,8,0,3,27
73,8,0,3,27
66,8,0,3,27
26,9,0,3,27
44,9,0,3,27
74,9,0,3,27
77,9,0,3,27
52,9,0,3,27
62,9,0,3,27
90,9,0,3,27
78,9,0,3,27
65,9,0,3,27
25,10,0,3,27
66,10,0,3,27
56,11,0,3,27
53,11,0,3,27
99,11,0,3,27
96,11,0,3,27
78,11,0,3,27
65,11,0,3,27
73,14,0,3,27
66,14,0,3,27
63,15,0,3,27
77,15,0,3,27
52,15,0,3,27
96,15,0,3,27
87,15,0,3,27
62,15,0,3,27
90,15,0,3,27
78,15,0,3,27
65,15,0,3,27
73,19,0,3,27
66,19,0,3,27
66,20,0,3,27
73,23,0,3,27
66,23,0,3,27
92,24,0,3,27
81,24,0,3,27
52,24,0,3,27
96,24,0,3,27
87,24,0,3,27
78,24,0,3,27
66,26,0,3,27
73,28,0,3,27
66,28,0,3,27
26,29,0,3,27
44,29,0,3,27
73,29,0,3,27
66,29,0,3,27
63,29,0,3,27
62,29,0,3,27
77,31,0,3,27
96,31,0,3,27
1,32,0,3,27
73,34,0,3,27
66,34,0,3,27
73,40,0,3,27
66,40,0,3,27
44,44,0,3,27
73,44,0,3,27
26,45,0,3,27
44,45,0,3,27
66,45,0,3,27
62,45,0,3,27
90,45,0,3,27
78,45,0,3,27
73,48,0,3,27
66,48,0,3,27
73,49,0,3,27
66,49,0,3,27
26,50,0,3,27
73,50,0,3,27
66,50,0,3,27
73,52,0,3,27
66,52,0,3,27
73,53,0,3,27
66,53,0,3,27
73,59,0,3,27
66,59,0,3,27
66,60,0,3,27
83,60,0,3,27
100,60,0,3,27
79,60,0,3,27
66,66,0,3,27
62,66,0,3,27
90,66,0,3,27
73,68,0,3,27
66,68,0,3,27
90,69,0,3,27
78,69,0,3,27
65,69,0,3,27
1,71,0,3,27
73,71,0,3,27
66,71,0,3,27
73,73,0,3,27
66,73,0,3,27
73,74,0,3,27
66,74,0,3,27
73,75,0,3,27
66,75,0,3,27
22,76,0,3,27
23,76,0,3,27
36,76,0,3,27
16,76,0,3,27
14,76,0,3,27
1,76,0,3,27
73,85,0,3,27
66,85,0,3,27
73,86,0,3,27
66,86,0,3,27
73,87,0,3,27
66,87,0,3,27
73,88,0,3,27
66,88,0,3,27
26,89,0,3,27
73,90,0,3,27
66,94,0,3,27
73,96,0,3,27
66,96,0,3,27
73,98,0,3,27
66,98,0,3,27
73,100,0,3,27
66,100,0,3,27
25,4,0.00001,3,27
25,8,0.00001,3,27
3,8,0.00001,3,27
24,8,0.00001,3,27
73,8,0.00001,3,27
66,8,0.00001,3,27
77,9,0.00001,3,27
52,9,0.00001,3,27
62,9,0.00001,3,27
90,9,0.00001,3,27
65,9,0.00001,3,27
25,10,0.00001,3,27
96,11,0.00001,3,27
78,11,0.00001,3,27
65,11,0.00001,3,27
73,14,0.00001,3,27
66,14,0.00001,3,27
63,15,0.00001,3,27
77,15,0.00001,3,27
52,15,0.00001,3,27
96,15,0.00001,3,27
87,15,0.00001,3,27
62,15,0.00001,3,27
