species,gene,lam,k,rep
10,6,0,3,20
4,20,0,3,20
13,22,0,3,20
26,22,0,3,20
42,42,0,3,20
29,42,0,3,20
41,44,0,3,20
42,52,0,3,20
29,52,0,3,20
13,63,0,3,20
31,68,0,3,20
9,72,0,3,20
11,72,0,3,20
58,75,0,3,20
55,75,0,3,20
45,82,0,3,20
78,82,0,3,20
49,96,0,3,20
58,96,0,3,20
40,97,0,3,20
76,99,0,3,20
30,99,0,3,20
47,99,0,3,20
81,99,0,3,20
25,99,0,3,20
10,6,0.00001,3,20
4,20,0.00001,3,20
13,22,0.00001,3,20
26,22,0.00001,3,20
71,30,0.00001,3,20
73,30,0.00001,3,20
41,44,0.00001,3,20
42,52,0.00001,3,20
29,52,0.00001,3,20
31,68,0.00001,3,20
9,72,0.00001,3,20
58,75,0.00001,3,20
45,82,0.00001,3,20
78,82,0.00001,3,20
45,86,0.00001,3,20
78,86,0.00001,3,20
49,96,0.00001,3,20
58,96,0.00001,3,20
40,97,0.00001,3,20
76,99,0.00001,3,20
30,99,0.00001,3,20
47,99,0.00001,3,20
81,99,0.00001,3,20
25,99,0.00001,3,20
4,20,0.0001,3,20
26,22,0.0001,3,20
49,23,0.0001,3,20
71,30,0.0001,3,20
73,30,0.0001,3,20
41,44,0.0001,3,20
79,45,0.0001,3,20
42,52,0.0001,3,20
29,52,0.0001,3,20
32,54,0.0001,3,20
79,59,0.0001,3,20
31,68,0.0001,3,20
9,72,0.0001,3,20
58,75,0.0001,3,20
45,82,0.0001,3,20
78,82,0.0001,3,20
45,86,0.0001,3,20
78,86,0.0001,3,20
49,96,0.0001,3,20
58,96,0.0001,3,20
79,98,0.0001,3,20
76,99,0.0001,3,20
30,99,0.0001,3,20
47,99,0.0001,3,20
81,99,0.0001,3,20
25,99,0.0001,3,20
90,12,0.001,3,20
45,12,0.001,3,20
78,12,0.001,3,20
38,12,0.001,3,20
64,12,0.001,3,20
26,22,0.001,3,20
49,23,0.001,3,20
71,30,0.001,3,20
76,57,0.001,3,20
31,68,0.001,3,20
58,75,0.001,3,20
77,79,0.001,3,20
88,79,0.001,3,20
52,79,0.001,3,20
45,82,0.001,3,20
78,82,0.001,3,20
42,90,0.001,3,20
29,90,0.001,3,20
76,90,0.001,3,20
33,90,0.001,3,20
65,90,0.001,3,20
26,90,0.001,3,20
27,90,0.001,3,20
82,90,0.001,3,20
30,90,0.001,3,20
47,90,0.001,3,20
81,90,0.001,3,20
25,90,0.001,3,20
49,96,0.001,3,20
58,96,0.001,3,20
30,99,0.001,3,20
47,99,0.001,3,20
81,99,0.001,3,20
25,99,0.001,3,20
90,12,0.01,3,20
45,12,0.01,3,20
78,12,0.01,3,20
38,12,0.01,3,20
64,12,0.01,3,20
48,79,0.01,3,20
43,79,0.01,3,20
77,79,0.01,3,20
88,79,0.01,3,20
70,79,0.01,3,20
52,79,0.01,3,20
69,90,0.01,3,20
78,90,0.01,3,20
65,90,0.01,3,20
91,90,0.01,3,20
27,90,0.01,3,20
74,90,0.01,3,20
38,90,0.01,3,20
64,90,0.01,3,20
30,90,0.01,3,20
47,90,0.01,3,20
0,14,100,3,20
0,14,true,3,20
