species,gene,lam,k,rep,error
21,4,0,3,23,200
28,4,0,3,23,200
15,4,0,3,23,200
34,4,0,3,23,200
49,4,0,3,23,200
55,6,0,3,23,200
7,7,0,3,23,200
48,7,0,3,23,200
73,8,0,3,23,200
99,8,0,3,23,200
79,8,0,3,23,200
84,8,0,3,23,200
96,8,0,3,23,200
88,8,0,3,23,200
92,8,0,3,23,200
68,8,0,3,23,200
83,8,0,3,23,200
90,8,0,3,23,200
86,10,0,3,23,200
31,12,0,3,23,200
14,12,0,3,23,200
15,13,0,3,23,200
24,13,0,3,23,200
78,14,0,3,23,200
54,15,0,3,23,200
83,15,0,3,23,200
0,18,0,3,23,200
65,18,0,3,23,200
31,18,0,3,23,200
34,19,0,3,23,200
49,19,0,3,23,200
24,19,0,3,23,200
37,19,0,3,23,200
66,19,0,3,23,200
8,20,0,3,23,200
60,20,0,3,23,200
54,20,0,3,23,200
32,21,0,3,23,200
69,25,0,3,23,200
80,25,0,3,23,200
75,25,0,3,23,200
34,25,0,3,23,200
96,25,0,3,23,200
37,25,0,3,23,200
14,25,0,3,23,200
17,29,0,3,23,200
11,29,0,3,23,200
31,30,0,3,23,200
88,30,0,3,23,200
83,30,0,3,23,200
28,34,0,3,23,200
15,34,0,3,23,200
11,34,0,3,23,200
48,34,0,3,23,200
0,41,0,3,23,200
60,41,0,3,23,200
7,41,0,3,23,200
14,41,0,3,23,200
37,42,0,3,23,200
0,44,0,3,23,200
66,44,0,3,23,200
21,46,0,3,23,200
28,46,0,3,23,200
41,46,0,3,23,200
42,46,0,3,23,200
9,48,0,3,23,200
17,48,0,3,23,200
6,48,0,3,23,200
7,48,0,3,23,200
11,48,0,3,23,200
48,48,0,3,23,200
92,48,0,3,23,200
68,48,0,3,23,200
90,48,0,3,23,200
56,51,0,3,23,200
14,54,0,3,23,200
11,55,0,3,23,200
48,55,0,3,23,200
88,55,0,3,23,200
90,55,0,3,23,200
37,56,0,3,23,200
37,59,0,3,23,200
60,61,0,3,23,200
15,61,0,3,23,200
83,62,0,3,23,200
94,64,0,3,23,200
8,67,0,3,23,200
16,68,0,3,23,200
9,68,0,3,23,200
17,68,0,3,23,200
6,68,0,3,23,200
37,68,0,3,23,200
7,68,0,3,23,200
11,68,0,3,23,200
48,68,0,3,23,200
88,68,0,3,23,200
92,68,0,3,23,200
68,68,0,3,23,200
66,68,0,3,23,200
90,68,0,3,23,200
96,70,0,3,23,200
88,70,0,3,23,200
13,72,0,3,23,200
83,74,0,3,23,200
62,75,0,3,23,200
7,76,0,3,23,200
48,76,0,3,23,200
9,78,0,3,23,200
11,78,0,3,23,200
48,78,0,3,23,200
50,80,0,3,23,200
16,80,0,3,23,200
61,80,0,3,23,200
2,80,0,3,23,200
